Longitude,Latitude,Location,Crime type,Last outcome category
0.104104,51.46282,On or near Supermarket,Vehicle crime,Under investigation
0.08672,51.441521,On or near Supermarket,Vehicle crime,Under investigation
0.103035,51.424844,On or near Supermarket,Vehicle crime,Under investigation
0.10299,51.434512,On or near Supermarket,Vehicle crime,Under investigation
-0.261134,51.593989,On or near Supermarket,Vehicle crime,Under investigation
-0.261134,51.593989,On or near Supermarket,Vehicle crime,Under investigation
-0.279961,51.585202,On or near Supermarket,Vehicle crime,Under investigation
-0.315217,51.581496,On or near Supermarket,Vehicle crime,Under investigation
-0.315217,51.581496,On or near Supermarket,Vehicle crime,Under investigation
-0.315217,51.581496,On or near Supermarket,Vehicle crime,Under investigation
-0.246485,51.536112,On or near Supermarket,Vehicle crime,Under investigation
-0.246485,51.536112,On or near Supermarket,Vehicle crime,Under investigation
0.105817,51.404012,On or near Supermarket,Vehicle crime,Under investigation
-0.064907,51.405714,On or near Supermarket,Vehicle crime,Under investigation
0.037295,51.308918,On or near Supermarket,Vehicle crime,Under investigation
-0.140815,51.540519,On or near Supermarket,Vehicle crime,Under investigation
-0.121769,51.409301,On or near Supermarket,Vehicle crime,Under investigation
-0.100919,51.398561,On or near Supermarket,Vehicle crime,Under investigation
-0.100919,51.398561,On or near Supermarket,Vehicle crime,Under investigation
-0.117076,51.336942,On or near Supermarket,Vehicle crime,Under investigation
-0.117076,51.336942,On or near Supermarket,Vehicle crime,Under investigation
-0.117076,51.336942,On or near Supermarket,Vehicle crime,Under investigation
-0.117076,51.336942,On or near Supermarket,Vehicle crime,Under investigation
-0.137094,51.321966,On or near Supermarket,Vehicle crime,Under investigation
-0.318745,51.5336,On or near Supermarket,Vehicle crime,Under investigation
-0.394824,51.535385,On or near Supermarket,Vehicle crime,Under investigation
-0.26774,51.515934,On or near Supermarket,Vehicle crime,Under investigation
-0.26774,51.515934,On or near Supermarket,Vehicle crime,Under investigation
-0.302472,51.512143,On or near Supermarket,Vehicle crime,Under investigation
-0.301696,51.514794,On or near Supermarket,Vehicle crime,Under investigation
-0.317298,51.503626,On or near Supermarket,Vehicle crime,Under investigation
-0.317298,51.503626,On or near Supermarket,Vehicle crime,Under investigation
-0.016393,51.668729,On or near Supermarket,Vehicle crime,Under investigation
-0.046807,51.65727,On or near Supermarket,Vehicle crime,Under investigation
-0.04855,51.609953,On or near Supermarket,Vehicle crime,Under investigation
-0.04855,51.609953,On or near Supermarket,Vehicle crime,Under investigation
-0.04855,51.609953,On or near Supermarket,Vehicle crime,Under investigation
-0.04855,51.609953,On or near Supermarket,Vehicle crime,Under investigation
-0.04855,51.609953,On or near Supermarket,Vehicle crime,Under investigation
-0.110391,51.617682,On or near Supermarket,Vehicle crime,Under investigation
-0.110391,51.617682,On or near Supermarket,Vehicle crime,Under investigation
-0.110391,51.617682,On or near Supermarket,Vehicle crime,Under investigation
0.10615,51.506003,On or near Supermarket,Vehicle crime,Under investigation
0.113661,51.487387,On or near Supermarket,Vehicle crime,Under investigation
0.113661,51.487387,On or near Supermarket,Vehicle crime,Under investigation
0.04586,51.472592,On or near Supermarket,Vehicle crime,Under investigation
0.04586,51.472592,On or near Supermarket,Vehicle crime,Under investigation
0.006401,51.48527,On or near Supermarket,Vehicle crime,Under investigation
0.006401,51.48527,On or near Supermarket,Vehicle crime,Under investigation
-0.011404,51.478928,On or near Supermarket,Vehicle crime,Under investigation
-0.073414,51.573252,On or near Supermarket,Vehicle crime,Under investigation
-0.070923,51.573472,On or near Supermarket,Vehicle crime,Under investigation
-0.073748,51.566711,On or near Supermarket,Vehicle crime,Under investigation
-0.055415,51.546949,On or near Supermarket,Vehicle crime,Under investigation
-0.248673,51.514788,On or near Supermarket,Vehicle crime,Under investigation
-0.238034,51.506274,On or near Supermarket,Vehicle crime,Under investigation
-0.218794,51.503763,On or near Supermarket,Vehicle crime,Under investigation
-0.224389,51.497733,On or near Supermarket,Vehicle crime,Under investigation
-0.206742,51.489982,On or near Supermarket,Vehicle crime,Under investigation
-0.205865,51.488827,On or near Supermarket,Vehicle crime,Under investigation
-0.202289,51.484159,On or near Supermarket,Vehicle crime,Under investigation
-0.199503,51.480312,On or near Supermarket,Vehicle crime,Under investigation
-0.111114,51.59399,On or near Supermarket,Vehicle crime,Under investigation
-0.071528,51.584408,On or near Supermarket,Vehicle crime,Under investigation
-0.095412,51.577289,On or near Supermarket,Vehicle crime,Under investigation
-0.364896,51.608033,On or near Supermarket,Vehicle crime,Under investigation
-0.364896,51.608033,On or near Supermarket,Vehicle crime,Under investigation
-0.364896,51.608033,On or near Supermarket,Vehicle crime,Under investigation
-0.316835,51.600978,On or near Supermarket,Vehicle crime,Under investigation
-0.395425,51.596989,On or near Supermarket,Vehicle crime,Under investigation
-0.395425,51.596989,On or near Supermarket,Vehicle crime,Under investigation
-0.395425,51.596989,On or near Supermarket,Vehicle crime,Under investigation
-0.33587,51.596529,On or near Supermarket,Vehicle crime,Under investigation
-0.333741,51.586454,On or near Supermarket,Vehicle crime,Under investigation
-0.333741,51.586454,On or near Supermarket,Vehicle crime,Under investigation
-0.333741,51.586454,On or near Supermarket,Vehicle crime,Under investigation
0.218164,51.606556,On or near Supermarket,Vehicle crime,Under investigation
0.164218,51.574865,On or near Supermarket,Vehicle crime,Under investigation
0.217982,51.563096,On or near Supermarket,Vehicle crime,Under investigation
0.217982,51.563096,On or near Supermarket,Vehicle crime,Under investigation
-0.481613,51.547411,On or near Supermarket,Vehicle crime,Under investigation
-0.413881,51.520159,On or near Supermarket,Vehicle crime,Under investigation
-0.43619,51.48743,On or near Supermarket,Vehicle crime,Under investigation
-0.33015,51.485897,On or near Supermarket,Vehicle crime,Under investigation
-0.33015,51.485897,On or near Supermarket,Vehicle crime,Under investigation
-0.337449,51.459041,On or near Supermarket,Vehicle crime,Under investigation
-0.116722,51.557193,On or near Supermarket,Vehicle crime,Under investigation
-0.116722,51.557193,On or near Supermarket,Vehicle crime,Under investigation
-0.116722,51.557193,On or near Supermarket,Vehicle crime,Under investigation
-0.116246,51.556124,On or near Supermarket,Vehicle crime,Under investigation
-0.090093,51.544074,On or near Supermarket,Vehicle crime,Under investigation
-0.117134,51.539512,On or near Supermarket,Vehicle crime,Under investigation
-0.10276,51.537365,On or near Supermarket,Vehicle crime,Under investigation
-0.198529,51.509028,On or near Supermarket,Vehicle crime,Under investigation
-0.193648,51.492173,On or near Supermarket,Vehicle crime,Under investigation
-0.193648,51.492173,On or near Supermarket,Vehicle crime,Under investigation
-0.193648,51.492173,On or near Supermarket,Vehicle crime,Under investigation
-0.193648,51.492173,On or near Supermarket,Vehicle crime,Under investigation
-0.187908,51.495601,On or near Supermarket,Vehicle crime,Under investigation
-0.187908,51.495601,On or near Supermarket,Vehicle crime,Under investigation
-0.187908,51.495601,On or near Supermarket,Vehicle crime,Under investigation
-0.201594,51.493033,On or near Supermarket,Vehicle crime,Under investigation
-0.201594,51.493033,On or near Supermarket,Vehicle crime,Under investigation
-0.201594,51.493033,On or near Supermarket,Vehicle crime,Under investigation
-0.201594,51.493033,On or near Supermarket,Vehicle crime,Under investigation
-0.201594,51.493033,On or near Supermarket,Vehicle crime,Under investigation
-0.176333,51.493254,On or near Supermarket,Vehicle crime,Under investigation
-0.182196,51.494335,On or near Supermarket,Vehicle crime,Under investigation
-0.183544,51.49449,On or near Supermarket,Vehicle crime,Under investigation
-0.182196,51.494335,On or near Supermarket,Vehicle crime,Under investigation
-0.303024,51.415771,On or near Supermarket,Vehicle crime,Under investigation
-0.147307,51.452342,On or near Supermarket,Vehicle crime,Under investigation
-0.125163,51.440578,On or near Supermarket,Vehicle crime,Under investigation
-0.103229,51.434443,On or near Supermarket,Vehicle crime,Under investigation
-0.129503,51.432608,On or near Supermarket,Vehicle crime,Under investigation
-0.139311,51.415363,On or near Supermarket,Vehicle crime,Under investigation
0.010075,51.456161,On or near Supermarket,Vehicle crime,Under investigation
-0.021291,51.432504,On or near Supermarket,Vehicle crime,Under investigation
-0.19784,51.435162,On or near Supermarket,Vehicle crime,Under investigation
-0.239555,51.402047,On or near Supermarket,Vehicle crime,Under investigation
-0.193777,51.40136,On or near Supermarket,Vehicle crime,Under investigation
0.051069,51.540531,On or near Supermarket,Vehicle crime,Under investigation
-0.001326,51.542092,On or near Supermarket,Vehicle crime,Under investigation
0.012998,51.517666,On or near Supermarket,Vehicle crime,Under investigation
0.057743,51.514884,On or near Supermarket,Vehicle crime,Under investigation
0.057743,51.514884,On or near Supermarket,Vehicle crime,Under investigation
0.057743,51.514884,On or near Supermarket,Vehicle crime,Under investigation
0.081681,51.588462,On or near Supermarket,Vehicle crime,Under investigation
0.081681,51.588462,On or near Supermarket,Vehicle crime,Under investigation
0.080662,51.588903,On or near Supermarket,Vehicle crime,Under investigation
0.087139,51.581225,On or near Supermarket,Vehicle crime,Under investigation
0.087139,51.581225,On or near Supermarket,Vehicle crime,Under investigation
0.087139,51.581225,On or near Supermarket,Vehicle crime,Under investigation
0.027077,51.577602,On or near Supermarket,Vehicle crime,Under investigation
0.027077,51.577602,On or near Supermarket,Vehicle crime,Under investigation
0.111934,51.566537,On or near Supermarket,Vehicle crime,Under investigation
0.111934,51.566537,On or near Supermarket,Vehicle crime,Under investigation
0.104694,51.565363,On or near Supermarket,Vehicle crime,Under investigation
0.069828,51.556658,On or near Supermarket,Vehicle crime,Under investigation
-0.286469,51.46658,On or near Supermarket,Vehicle crime,Under investigation
-0.286469,51.46658,On or near Supermarket,Vehicle crime,Under investigation
-0.094876,51.485799,On or near Supermarket,Vehicle crime,Under investigation
-0.224801,51.371691,On or near Supermarket,Vehicle crime,Under investigation
-0.029191,51.53268,On or near Supermarket,Vehicle crime,Under investigation
-0.029191,51.53268,On or near Supermarket,Vehicle crime,Under investigation
-0.035504,51.525017,On or near Supermarket,Vehicle crime,Under investigation
-0.03806,51.512857,On or near Supermarket,Vehicle crime,Under investigation
-0.067326,51.506841,On or near Supermarket,Vehicle crime,Under investigation
-0.013633,51.494253,On or near Supermarket,Vehicle crime,Under investigation
-0.019225,51.616728,On or near Supermarket,Vehicle crime,Under investigation
-0.019225,51.616728,On or near Supermarket,Vehicle crime,Under investigation
-0.019225,51.616728,On or near Supermarket,Vehicle crime,Under investigation
-0.017293,51.608027,On or near Supermarket,Vehicle crime,Under investigation
-0.003793,51.587187,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.009208,51.556434,On or near Supermarket,Vehicle crime,Under investigation
-0.194193,51.455402,On or near Supermarket,Vehicle crime,Under investigation
-0.207461,51.444446,On or near Supermarket,Vehicle crime,Under investigation
-0.207461,51.444446,On or near Supermarket,Vehicle crime,Under investigation
-0.151236,51.443798,On or near Supermarket,Vehicle crime,Under investigation
-0.165877,51.517578,On or near Supermarket,Vehicle crime,Under investigation
-0.165877,51.517578,On or near Supermarket,Vehicle crime,Under investigation
-0.139325,51.492187,On or near Supermarket,Vehicle crime,Under investigation
0.134864,51.571806,On or near Supermarket,Theft from the person,Under investigation
0.134864,51.571806,On or near Supermarket,Theft from the person,Under investigation
0.127913,51.539459,On or near Supermarket,Theft from the person,Under investigation
0.148865,51.542198,On or near Supermarket,Theft from the person,Under investigation
0.148373,51.541226,On or near Supermarket,Theft from the person,Under investigation
0.080477,51.539024,On or near Supermarket,Theft from the person,Under investigation
0.080477,51.539024,On or near Supermarket,Theft from the person,Under investigation
0.080477,51.539024,On or near Supermarket,Theft from the person,Under investigation
0.080477,51.539024,On or near Supermarket,Theft from the person,Under investigation
0.080477,51.539024,On or near Supermarket,Theft from the person,Under investigation
0.080477,51.539024,On or near Supermarket,Theft from the person,Under investigation
0.070764,51.536309,On or near Supermarket,Theft from the person,Under investigation
-0.203057,51.655304,On or near Supermarket,Theft from the person,Under investigation
-0.200015,51.583544,On or near Supermarket,Theft from the person,Under investigation
0.142765,51.457416,On or near Supermarket,Theft from the person,Under investigation
0.148747,51.456057,On or near Supermarket,Theft from the person,Under investigation
0.11005,51.462515,On or near Supermarket,Theft from the person,Under investigation
0.11005,51.462515,On or near Supermarket,Theft from the person,Under investigation
-0.296035,51.551769,On or near Supermarket,Theft from the person,Under investigation
-0.246485,51.536112,On or near Supermarket,Theft from the person,Under investigation
0.019324,51.398897,On or near Supermarket,Theft from the person,Under investigation
0.036436,51.309283,On or near Supermarket,Theft from the person,Under investigation
-0.141923,51.547299,On or near Supermarket,Theft from the person,Under investigation
-0.150603,51.543452,On or near Supermarket,Theft from the person,Under investigation
-0.150603,51.543452,On or near Supermarket,Theft from the person,Under investigation
-0.150603,51.543452,On or near Supermarket,Theft from the person,Under investigation
-0.150603,51.543452,On or near Supermarket,Theft from the person,Under investigation
-0.150603,51.543452,On or near Supermarket,Theft from the person,Under investigation
-0.150603,51.543452,On or near Supermarket,Theft from the person,Under investigation
-0.150603,51.543452,On or near Supermarket,Theft from the person,Under investigation
-0.162579,51.545807,On or near Supermarket,Theft from the person,Under investigation
-0.162579,51.545807,On or near Supermarket,Theft from the person,Under investigation
-0.140815,51.540519,On or near Supermarket,Theft from the person,Under investigation
-0.140815,51.540519,On or near Supermarket,Theft from the person,Under investigation
-0.193577,51.538762,On or near Supermarket,Theft from the person,Under investigation
-0.139304,51.525235,On or near Supermarket,Theft from the person,Under investigation
-0.131487,51.517233,On or near Supermarket,Theft from the person,Under investigation
-0.131487,51.517233,On or near Supermarket,Theft from the person,Under investigation
-0.134487,51.519987,On or near Supermarket,Theft from the person,Under investigation
-0.134487,51.519987,On or near Supermarket,Theft from the person,Under investigation
-0.131487,51.517233,On or near Supermarket,Theft from the person,Under investigation
-0.131487,51.517233,On or near Supermarket,Theft from the person,Under investigation
-0.134487,51.519987,On or near Supermarket,Theft from the person,Under investigation
-0.105902,51.519349,On or near Supermarket,Theft from the person,Under investigation
-0.1161,51.51847,On or near Supermarket,Theft from the person,Under investigation
-0.1161,51.51847,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.120575,51.517238,On or near Supermarket,Theft from the person,Under investigation
-0.099688,51.399116,On or near Supermarket,Theft from the person,Under investigation
-0.100332,51.376978,On or near Supermarket,Theft from the person,Under investigation
-0.096297,51.374844,On or near Supermarket,Theft from the person,Under investigation
-0.117076,51.336942,On or near Supermarket,Theft from the person,Under investigation
-0.318745,51.5336,On or near Supermarket,Theft from the person,Under investigation
-0.318745,51.5336,On or near Supermarket,Theft from the person,Under investigation
-0.260533,51.52277,On or near Supermarket,Theft from the person,Under investigation
-0.260533,51.52277,On or near Supermarket,Theft from the person,Under investigation
-0.04855,51.609953,On or near Supermarket,Theft from the person,Under investigation
-0.04855,51.609953,On or near Supermarket,Theft from the person,Under investigation
-0.110391,51.617682,On or near Supermarket,Theft from the person,Under investigation
-0.110391,51.617682,On or near Supermarket,Theft from the person,Under investigation
-0.054288,51.55005,On or near Supermarket,Theft from the person,Under investigation
-0.055415,51.546949,On or near Supermarket,Theft from the person,Offender given a caution
-0.055415,51.546949,On or near Supermarket,Theft from the person,Under investigation
-0.055814,51.539617,On or near Supermarket,Theft from the person,Under investigation
-0.077643,51.524654,On or near Supermarket,Theft from the person,Under investigation
-0.218794,51.503763,On or near Supermarket,Theft from the person,Under investigation
-0.218794,51.503763,On or near Supermarket,Theft from the person,Under investigation
-0.218794,51.503763,On or near Supermarket,Theft from the person,Under investigation
-0.218794,51.503763,On or near Supermarket,Theft from the person,Under investigation
-0.111503,51.606891,On or near Supermarket,Theft from the person,Under investigation
-0.111503,51.606891,On or near Supermarket,Theft from the person,Under investigation
-0.06913,51.593631,On or near Supermarket,Theft from the person,Under investigation
-0.06913,51.593631,On or near Supermarket,Theft from the person,Under investigation
-0.099235,51.581119,On or near Supermarket,Theft from the person,Under investigation
-0.124332,51.579436,On or near Supermarket,Theft from the person,Under investigation
-0.333505,51.579491,On or near Supermarket,Theft from the person,Under investigation
0.218164,51.606556,On or near Supermarket,Theft from the person,Under investigation
-0.424316,51.611156,On or near Supermarket,Theft from the person,Under investigation
-0.423566,51.573191,On or near Supermarket,Theft from the person,Under investigation
-0.481613,51.547411,On or near Supermarket,Theft from the person,Under investigation
-0.413881,51.520159,On or near Supermarket,Theft from the person,Under investigation
-0.472466,51.513455,On or near Supermarket,Theft from the person,Under investigation
-0.337449,51.459041,On or near Supermarket,Theft from the person,Under investigation
-0.131238,51.564134,On or near Supermarket,Theft from the person,Under investigation
-0.112359,51.569191,On or near Supermarket,Theft from the person,Under investigation
-0.116246,51.556124,On or near Supermarket,Theft from the person,Under investigation
-0.092413,51.522026,On or near Supermarket,Theft from the person,Under investigation
-0.090517,51.525655,On or near Supermarket,Theft from the person,Under investigation
-0.090517,51.525655,On or near Supermarket,Theft from the person,Under investigation
-0.197914,51.498696,On or near Supermarket,Theft from the person,Under investigation
-0.183544,51.49449,On or near Supermarket,Theft from the person,Under investigation
-0.183544,51.49449,On or near Supermarket,Theft from the person,Under investigation
-0.167245,51.488535,On or near Supermarket,Theft from the person,Under investigation
-0.255064,51.399878,On or near Supermarket,Theft from the person,Under investigation
-0.303249,51.409686,On or near Supermarket,Theft from the person,Under investigation
-0.300998,51.411857,On or near Supermarket,Theft from the person,Under investigation
-0.300998,51.411857,On or near Supermarket,Theft from the person,Under investigation
-0.308096,51.391358,On or near Supermarket,Theft from the person,Under investigation
-0.30596,51.392766,On or near Supermarket,Theft from the person,Under investigation
-0.308096,51.391358,On or near Supermarket,Theft from the person,Under investigation
-0.114608,51.462423,On or near Supermarket,Theft from the person,Under investigation
-0.114608,51.462423,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114608,51.462423,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114608,51.462423,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.114608,51.462423,On or near Supermarket,Theft from the person,Under investigation
-0.114552,51.462737,On or near Supermarket,Theft from the person,Under investigation
-0.138677,51.462115,On or near Supermarket,Theft from the person,Under investigation
-0.129503,51.432608,On or near Supermarket,Theft from the person,Under investigation
-0.129503,51.432608,On or near Supermarket,Theft from the person,Under investigation
-0.022091,51.445952,On or near Supermarket,Theft from the person,Under investigation
-0.022091,51.445952,On or near Supermarket,Theft from the person,Under investigation
-0.018986,51.444533,On or near Supermarket,Theft from the person,Under investigation
-0.038887,51.47547,On or near Supermarket,Theft from the person,Under investigation
0.025624,51.547529,On or near Supermarket,Theft from the person,Under investigation
0.025624,51.547529,On or near Supermarket,Theft from the person,Under investigation
0.051069,51.540531,On or near Supermarket,Theft from the person,Under investigation
0.051069,51.540531,On or near Supermarket,Theft from the person,Under investigation
-0.001326,51.542092,On or near Supermarket,Theft from the person,Under investigation
-0.001326,51.542092,On or near Supermarket,Theft from the person,Under investigation
0.034527,51.536629,On or near Supermarket,Theft from the person,Under investigation
0.034631,51.536357,On or near Supermarket,Theft from the person,Under investigation
0.034527,51.536629,On or near Supermarket,Theft from the person,Under investigation
0.034527,51.536629,On or near Supermarket,Theft from the person,Under investigation
0.034527,51.536629,On or near Supermarket,Theft from the person,Under investigation
0.052054,51.538688,On or near Supermarket,Theft from the person,Under investigation
0.052054,51.538688,On or near Supermarket,Theft from the person,Under investigation
0.052054,51.538688,On or near Supermarket,Theft from the person,Under investigation
0.052054,51.538688,On or near Supermarket,Theft from the person,Under investigation
0.052054,51.538688,On or near Supermarket,Theft from the person,Under investigation
0.052054,51.538688,On or near Supermarket,Theft from the person,Under investigation
0.052433,51.534932,On or near Supermarket,Theft from the person,Under investigation
0.05232,51.536921,On or near Supermarket,Theft from the person,Under investigation
0.052934,51.533898,On or near Supermarket,Theft from the person,Under investigation
0.052934,51.533898,On or near Supermarket,Theft from the person,Under investigation
0.055923,51.527272,On or near Supermarket,Theft from the person,Under investigation
0.039739,51.530324,On or near Supermarket,Theft from the person,Under investigation
0.012998,51.517666,On or near Supermarket,Theft from the person,Under investigation
0.082404,51.591013,On or near Supermarket,Theft from the person,Under investigation
0.080662,51.588903,On or near Supermarket,Theft from the person,Under investigation
0.027077,51.577602,On or near Supermarket,Theft from the person,Under investigation
0.111934,51.566537,On or near Supermarket,Theft from the person,Under investigation
0.111934,51.566537,On or near Supermarket,Theft from the person,Under investigation
0.070613,51.558074,On or near Supermarket,Theft from the person,Under investigation
0.070613,51.558074,On or near Supermarket,Theft from the person,Under investigation
0.069828,51.556658,On or near Supermarket,Theft from the person,Under investigation
-0.286469,51.46658,On or near Supermarket,Theft from the person,Under investigation
-0.303987,51.460837,On or near Supermarket,Theft from the person,Under investigation
-0.09229,51.502915,On or near Supermarket,Theft from the person,Under investigation
-0.09229,51.502915,On or near Supermarket,Theft from the person,Under investigation
-0.091508,51.500933,On or near Supermarket,Theft from the person,Under investigation
-0.046503,51.495057,On or near Supermarket,Theft from the person,Under investigation
-0.096369,51.488701,On or near Supermarket,Theft from the person,Under investigation
-0.076129,51.488731,On or near Supermarket,Theft from the person,Under investigation
-0.076129,51.488731,On or near Supermarket,Theft from the person,Under investigation
-0.076129,51.488731,On or near Supermarket,Theft from the person,Under investigation
-0.076129,51.488731,On or near Supermarket,Theft from the person,Under investigation
-0.093576,51.473476,On or near Supermarket,Theft from the person,Under investigation
-0.068988,51.47025,On or near Supermarket,Theft from the person,Under investigation
-0.068988,51.47025,On or near Supermarket,Theft from the person,Under investigation
-0.068988,51.47025,On or near Supermarket,Theft from the person,Under investigation
-0.068988,51.47025,On or near Supermarket,Theft from the person,Under investigation
-0.068988,51.47025,On or near Supermarket,Theft from the person,Under investigation
-0.067404,51.467517,On or near Supermarket,Theft from the person,Under investigation
-0.075362,51.458728,On or near Supermarket,Theft from the person,Under investigation
-0.035504,51.525017,On or near Supermarket,Theft from the person,Under investigation
-0.046179,51.522165,On or near Supermarket,Theft from the person,Under investigation
-0.055962,51.527021,On or near Supermarket,Theft from the person,Under investigation
-0.058841,51.526772,On or near Supermarket,Theft from the person,Under investigation
-0.03806,51.512857,On or near Supermarket,Theft from the person,Under investigation
-0.014669,51.512859,On or near Supermarket,Theft from the person,Under investigation
-0.021674,51.50518,On or near Supermarket,Theft from the person,Under investigation
-0.021674,51.50518,On or near Supermarket,Theft from the person,Under investigation
-0.028679,51.582554,On or near Supermarket,Theft from the person,Awaiting court outcome
-0.024725,51.582865,On or near Supermarket,Theft from the person,Under investigation
-0.024725,51.582865,On or near Supermarket,Theft from the person,Under investigation
-0.009208,51.556434,On or near Supermarket,Theft from the person,Under investigation
-0.216461,51.462011,On or near Supermarket,Theft from the person,Under investigation
-0.217043,51.463711,On or near Supermarket,Theft from the person,Under investigation
-0.151806,51.445722,On or near Supermarket,Theft from the person,Under investigation
-0.202813,51.525047,On or near Supermarket,Theft from the person,Under investigation
-0.17195,51.522502,On or near Supermarket,Theft from the person,Under investigation
-0.17195,51.522502,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Awaiting court outcome
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
-0.131588,51.516506,On or near Supermarket,Theft from the person,Under investigation
